FSA,Departure,origin_lat,origin_long,dest_lat,dest_long,biking_dist (m),biking_time (s),walking_dist (m),walking_time (s),driving_dist (m),driving_time (s),origin_addr,dest_addr
M4R,0,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,1,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,2,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,3,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,4,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,5,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,6,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,7,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,8,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,9,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,10,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,11,43.71204382,-79.40522708,43.7128188,-79.40546543,73,17,73,59,73,15,"83 Rosewell Ave, Toronto, ON M4R 2A2, Canada","182 Briar Hill Ave, Toronto, ON M4R 1H9, Canada"
M4R,0,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1570,337,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,1,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1570,337,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,2,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1570,337,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,3,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,4,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,5,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,6,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,7,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,8,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,9,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,10,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,11,43.70400955,-79.40671507,43.71345407,-79.40051129,1570,316,1570,1177,1898,328,"175 Highbourne Rd, Toronto, ON M5P 2J8, Canada","21 Briar Hill Ave, Toronto, ON M4R 1H7, Canada"
M4R,0,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,1,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,2,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,3,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,4,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,5,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,6,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,7,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,8,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,9,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,10,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,11,43.71538855,-79.40979046,43.71019523,-79.4134815,1379,326,934,712,939,168,"197 Alexandra Blvd, Toronto, ON M4R 1M3, Canada","398 St Clements Ave, Toronto, ON M5N 1M1, Canada"
M4R,0,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,1,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,2,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,3,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,4,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,5,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,6,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,7,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,8,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,9,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,10,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,11,43.71429634,-79.39693062,43.72218671,-79.40892591,1857,414,1780,1360,1815,295,"54 Sherwood Ave, Toronto, ON M4P 2A7, Canada","112 Chatsworth Dr, Toronto, ON M4R 1R9, Canada"
M4R,0,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,1,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,2,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,3,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,4,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,5,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,6,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,7,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,8,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,9,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,10,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,11,43.71179843,-79.4088254,43.72142031,-79.40322672,1770,445,1655,1227,1798,301,"276 Briar Hill Ave, Toronto, ON M4R 1J2, Canada","Duplex Parkette, 2906 Yonge St, Toronto, ON M4N 2J7, Canada"
M4R,0,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,1,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,2,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,3,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2551,432,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,4,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,5,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,6,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,7,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,8,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,9,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,10,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M4R,11,43.72094837,-79.40686493,43.70899707,-79.40528487,2138,441,1778,1329,2168,384,"93 Chatsworth Dr, Toronto, ON M4R 1R8, Canada","202 Roselawn Ave, Toronto, ON M4R 1E9, Canada"
M5P,0,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,1,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,2,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,3,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,4,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,5,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,6,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,7,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,8,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,9,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,10,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,11,43.70074511,-79.40823998,43.69753171,-79.40566498,455,113,457,318,455,95,"43 Braemar Ave, Toronto, ON M5P 2L1, Canada","762 ON-11A, Toronto, ON M5P 2K3, Canada"
M5P,0,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,1,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,2,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,3,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,4,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,5,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,6,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,7,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,8,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,9,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,10,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,11,43.69535883,-79.42240256,43.69198858,-79.41178367,1236,271,1217,905,1253,221,"224 Richview Ave, Toronto, ON M5P 3G3, Canada","17 Dunloe Rd, Toronto, ON M4V 2W4, Canada"
M5P,0,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,1,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,2,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,3,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,4,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,5,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,6,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,7,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,8,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,9,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,10,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,11,43.68914677,-79.41720036,43.70320306,-79.4117847,2430,624,2375,1887,2551,436,"4 Glenayr Rd, Toronto, ON M5P 3B8, Canada","59 Duncannon Dr, Toronto, ON M5P 2M3, Canada"
M5P,0,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,1,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,2,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,3,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,4,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,5,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,6,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,7,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,8,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,9,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,10,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,11,43.69746591,-79.41804152,43.69608898,-79.40390163,1697,350,1681,1247,1683,287,"16 Robinwood Ave, Toronto, ON M5P 1X7, Canada","14 Highbourne Rd, Toronto, ON M5P 2J2, Canada"
M5P,0,43.69330987,-79.4128435,43.69695673,-79.41790355,809,215,806,610,806,121,"124 Kilbarry Rd, Toronto, ON M5P 1L4, Canada","21 Robinwood Ave, Toronto, ON M5P 1X6, Canada"
M5P,1,43.69330987,-79.4128435,43.69695673,-79.41790355,809,215,806,610,806,121,"124 Kilbarry Rd, Toronto, ON M5P 1L4, Canada","21 Robinwood Ave, Toronto, ON M5P 1X6, Canada"
M5P,2,43.69330987,-79.4128435,43.69695673,-79.41790355,809,215,806,610,806,121,"124 Kilbarry Rd, Toronto, ON M5P 1L4, Canada","21 Robinwood Ave, Toronto, ON M5P 1X6, Canada"
M5P,3,43.69330987,-79.4128435,43.69695673,-79.41790355,809,215,806,610,806,121,"124 Kilbarry Rd, Toronto, ON M5P 1L4, Canada","21 Robinwood Ave, Toronto, ON M5P 1X6, Canada"
M5P,4,43.69330987,-79.4128435,43.69695673,-79.41790355,809,215,806,610,806,121,"124 Kilbarry Rd, Toronto, ON M5P 1L4, Canada","21 Robinwood Ave, Toronto, ON M5P 1X6, Canada"
M5P,5,43.69330987,-79.4128435,43.69695673,-79.41790355,809,215,806,610,806,121,"124 Kilbarry Rd, Toronto, ON M5P 1L4, Canada","21 Robinwood Ave, Toronto, ON M5P 1X6, Canada"
M5P,6,43.69330987,-79.4128435,43.69695673,-79.41790355,809,215,806,610,806,121,"124 Kilbarry Rd, Toronto, ON M5P 1L4, Canada","21 Robinwood Ave, Toronto, ON M5P 1X6, Canada"
